Label,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z
343,2192,2192,1601.164,34.145,0.132,314,364,495,521,0,6,338.601,505.310,1.401
344,978,978,942.240,22.008,0.129,1047,1071,479,509,0,4,1059.147,495.224,0.825
345,342,342,420.263,14.993,0.178,509,522,490,514,0,4,514.251,502.579,0.564
346,1614,1614,1403.355,30.630,0.107,1058,1089,475,509,0,4,1076.450,493.816,0.929
347,443,443,510.933,16.137,0.166,361,378,496,518,0,4,368.806,505.923,0.691
348,214,214,302.099,12.595,0.188,708,728,499,513,0,3,718.916,506.308,0.411
349,355,355,351.505,11.905,0.328,431,448,501,515,0,5,438.575,508.093,1.011
350,754,754,736.722,20.795,0.161,1763,1796,498,513,0,5,1779.317,505.454,0.973
351,1573,1573,1456.549,28.957,0.091,1929,1967,484,517,0,6,1947.926,500.349,0.936
352,243075,243075,28712.505,103.912,0.282,1938,2048,455,589,0,37,2002.053,521.279,13.160
353,89,89,119.366,7.309,0.527,2044,2048,500,510,0,4,2046.045,504.506,1.157
354,1418,1418,1150.189,25.314,0.149,945,982,496,525,0,6,963.830,509.130,1.169
355,72,72,106.631,7.124,0.484,342,349,511,521,0,2,345.125,514.236,0.403
356,1060,1060,807.479,21.202,0.241,1084,1103,484,514,0,5,1093.024,501.294,1.350
357,1128,1128,645.105,16.455,0.536,1261,1281,499,514,0,11,1270.400,507.143,3.518
358,102,102,155.234,10.099,0.315,1277,1283,506,515,0,8,1279.627,510.696,2.627
359,126,126,178.569,11.575,0.315,1729,1749,506,514,0,3,1735.159,510.786,0.500
360,27,27,53.703,5.323,0.532,255,262,509,514,0,3,256.741,511.704,0.370
361,193,193,280.631,13.151,0.191,390,405,505,521,0,4,396.653,511.845,0.451
362,21,21,44.419,4.656,0.569,1019,1025,507,514,0,2,1021.857,509.905,0.238
363,57,57,118.242,7.425,0.222,1750,1761,509,517,0,1,1755.614,512.246,0.000
364,113,113,162.733,9.319,0.335,1790,1801,502,514,0,5,1794.292,508.186,0.841
365,84,84,123.248,7.435,0.426,1807,1816,511,520,0,3,1811.393,514.119,0.524
366,1057,1057,1148.416,24.563,0.083,2017,2045,500,533,0,3,2032.783,513.588,0.539
367,152,152,198.230,11.418,0.335,2043,2048,510,528,0,4,2045.770,518.493,0.809
368,10460,10460,4090.861,51.949,0.181,814,875,511,558,0,11,848.704,533.362,3.638
369,71190,71190,26831.954,131.198,0.030,983,1113,482,645,0,13,1046.695,561.578,2.760
370,508,508,494.328,15.831,0.242,345,368,513,531,0,4,355.937,519.569,0.949
371,469,469,559.521,17.591,0.142,428,445,514,540,0,4,436.023,525.190,0.610
372,7532,7532,3746.018,50.911,0.122,900,966,506,558,0,11,942.809,530.771,2.496
373,2023,2023,1406.991,25.525,0.166,1922,1951,508,540,0,8,1935.217,522.571,1.578
374,466,466,463.200,14.562,0.247,772,791,511,528,0,4,777.730,520.232,0.878
375,266707,266707,47865.439,179.779,0.073,1213,1459,511,666,0,22,1349.368,584.294,6.230
376,197,197,250.721,13.441,0.278,763,773,511,529,0,5,768.624,518.990,1.198
377,348,348,349.033,13.048,0.322,756,769,513,532,0,5,762.805,521.853,0.991
378,137903,137903,41528.970,187.490,0.030,1655,1859,506,702,0,14,1776.484,597.811,3.286
379,1728,1728,1743.976,37.753,0.064,443,478,509,571,0,5,462.670,534.008,0.792
380,994,994,1154.066,29.509,0.073,515,544,511,553,0,4,524.528,529.965,0.587
381,3342,3342,1541.162,27.614,0.345,394,430,511,544,0,11,411.704,529.452,3.117
382,530,530,630.755,20.135,0.127,580,600,515,546,0,4,588.725,531.334,0.538
383,4654,4654,3133.829,48.555,0.080,725,763,510,582,0,6,740.836,545.775,1.416
384,929,929,669.143,17.098,0.326,1360,1384,523,543,0,4,1371.709,533.847,1.300
385,2558,2558,2136.874,33.696,0.076,349,384,515,567,0,5,363.778,538.435,0.973
386,1133,1133,931.157,25.176,0.180,2030,2046,522,564,0,7,2040.152,545.076,1.606
387,569,569,668.542,21.471,0.123,391,424,528,552,0,4,407.107,541.313,0.627
388,511733,511733,66533.563,190.509,0.101,467,676,525,762,0,30,574.634,642.133,8.946
389,5387,5387,2594.667,40.159,0.188,1914,1944,532,584,0,13,1930.740,556.871,3.700
390,7746,7746,6056.951,58.310,0.031,352,418,535,611,0,6,385.155,572.416,1.137
391,712,712,810.228,25.653,0.108,596,635,542,574,0,4,612.291,557.747,0.638
392,3723,3723,2082.904,32.516,0.173,828,869,540,580,0,9,850.568,557.685,2.063
393,951,951,860.487,20.273,0.161,880,899,529,562,0,5,890.456,545.565,0.936
394,47535,47535,12112.474,94.868,0.144,378,483,509,612,0,15,435.822,559.057,5.534
395,556,556,501.764,14.798,0.277,2023,2039,545,566,0,6,2031.673,556.155,1.300
396,43023,43023,10120.608,80.702,0.202,794,873,542,628,0,17,825.080,592.584,6.524
397,29103,29103,11169.871,92.671,0.069,859,956,539,622,0,10,909.650,579.128,2.805
398,645,645,629.045,16.633,0.189,2010,2030,558,580,0,5,2020.764,570.350,0.991
399,3258,3258,2485.321,45.886,0.078,1857,1930,557,591,0,6,1892.847,570.524,1.226
400,795,795,685.900,18.752,0.222,2024,2046,559,584,0,6,2037.438,569.916,1.242
401,563,563,535.039,15.500,0.234,851,868,571,594,0,4,860.547,580.124,0.909
402,397146,397146,60822.874,201.583,0.079,1387,1612,561,745,0,22,1510.187,658.253,7.520
403,592,592,459.821,15.033,0.408,1778,1789,570,590,0,7,1784.110,581.392,2.508
404,1363,1363,1217.810,29.715,0.116,1880,1915,572,610,0,4,1897.397,585.919,0.974
405,9560,9560,3781.611,54.342,0.191,2028,2048,541,636,0,18,2042.076,598.622,6.052
406,2206,2206,1671.153,30.253,0.118,1982,2022,575,605,0,8,2004.591,589.667,1.442
407,981,981,1037.278,25.798,0.098,2017,2039,578,616,0,4,2026.888,593.131,0.664
408,799,799,626.248,16.990,0.294,1932,1951,580,602,0,7,1938.760,590.995,1.419
409,604,604,541.243,15.611,0.260,445,466,586,602,0,5,454.381,591.687,1.025
410,360,360,351.978,12.159,0.336,1969,1984,586,598,0,5,1976.317,590.958,1.028
411,2936,2936,2047.615,37.845,0.114,715,750,578,627,0,7,735.685,600.923,1.636
412,542,542,564.479,17.877,0.185,1589,1617,587,600,0,4,1602.858,592.483,0.860
413,548,548,626.677,19.978,0.138,1614,1635,588,614,0,5,1623.100,596.241,0.770
414,2398,2398,2489.116,50.231,0.042,631,678,570,644,0,4,655.620,599.477,0.714
415,3419,3419,3010.073,65.765,0.048,791,863,586,654,0,7,807.541,619.379,1.136
416,3311,3311,2694.970,43.935,0.063,667,729,578,623,0,6,696.559,600.423,1.139
417,482,482,510.642,14.888,0.197,1575,1595,590,607,0,4,1583.685,597.737,0.712
418,1445,1445,1541.038,32.491,0.065,403,436,585,632,0,5,419.213,606.533,0.702
419,1352,1352,1269.715,30.078,0.101,449,474,591,632,0,5,463.937,612.815,0.886
420,3103,3103,2182.925,36.187,0.105,740,767,573,627,0,7,755.657,609.120,1.791
421,10598,10598,5563.757,61.080,0.074,1887,1955,568,639,0,8,1923.712,605.511,1.928
422,13403,13403,6665.438,75.152,0.069,761,801,550,674,0,10,779.043,622.786,2.373
423,638,638,707.658,17.982,0.130,436,458,601,622,0,3,444.292,611.953,0.583
424,6363,6363,3486.971,50.152,0.108,968,1021,604,674,0,8,991.647,631.971,2.074
425,15198,15198,5193.599,56.330,0.186,1609,1670,594,656,0,15,1640.616,624.004,4.164
426,527,527,646.458,18.200,0.116,1055,1082,614,632,0,2,1066.300,622.006,0.433
427,273910,273910,31629.644,124.319,0.268,1925,2047,565,715,0,36,1989.464,637.584,13.831
428,2363,2363,1472.025,29.760,0.198,919,941,599,645,0,7,931.001,623.545,1.894
429,1572,1572,1183.323,29.121,0.169,425,450,601,641,0,7,433.787,622.584,1.523
430,16224,16224,5914.129,64.017,0.144,863,943,601,662,0,12,900.824,628.954,3.489
431,453,453,638.729,17.158,0.089,408,430,624,645,0,3,420.804,633.795,0.382
432,3976,3976,3052.919,43.034,0.063,718,767,620,664,0,6,747.225,637.272,1.334
433,10267,10267,3970.462,45.380,0.190,1282,1341,611,653,0,10,1307.830,631.713,2.885
434,158,158,188.704,9.234,0.420,1785,1793,630,642,0,6,1789.513,635.158,1.449
435,3124,3124,1829.914,27.053,0.180,855,886,617,652,0,7,872.410,634.948,1.741
436,4094,4094,2265.958,35.986,0.163,2018,2044,614,674,0,8,2031.287,646.428,2.074
437,57296,57296,16326.100,98.983,0.085,1667,1793,628,724,0,16,1742.103,672.163,4.044
438,4534,4534,2564.829,39.159,0.138,992,1028,630,685,0,7,1008.203,652.473,1.913
439,104674,104674,31643.435,135.289,0.039,969,1120,630,779,0,16,1052.375,703.912,3.400
440,13970,13970,7300.497,63.470,0.057,930,999,619,714,0,8,965.616,663.731,1.931
441,1592,1592,1737.054,30.525,0.055,1598,1625,610,654,0,5,1609.902,634.970,0.608
442,67231,67231,22571.322,111.921,0.044,1840,1944,610,769,0,11,1891.470,692.107,2.873
443,2058,2058,1212.267,24.918,0.269,1318,1342,631,668,0,6,1330.559,650.941,1.881
444,1021,1021,707.099,17.619,0.333,1266,1285,640,664,0,8,1276.358,653.556,2.177
445,228312,228312,39012.248,176.577,0.099,315,500,500,734,0,24,407.492,630.841,9.334
446,971,971,1131.116,28.680,0.074,1654,1679,628,673,0,4,1665.373,650.019,0.579
447,117357,117357,33458.340,194.868,0.042,766,932,597,771,0,18,829.860,713.177,5.083
448,1892,1892,1662.440,32.081,0.088,1277,1322,647,678,0,5,1296.168,659.572,0.902
449,26267,26267,7182.899,64.139,0.211,1333,1392,631,719,0,15,1363.893,679.339,4.673
450,477,477,439.172,14.981,0.304,754,765,653,675,0,6,760.151,664.671,2.195
451,3445,3445,2386.133,41.628,0.099,1593,1640,649,699,0,6,1608.858,668.560,1.405
452,97983,97983,20726.014,121.229,0.122,1988,2048,637,852,0,32,2030.123,737.931,8.150
453,218,218,302.690,12.406,0.194,1383,1396,662,679,0,4,1389.106,669.142,0.436
454,122059,122059,26933.080,124.684,0.086,1188,1282,656,836,0,20,1240.852,734.046,5.289
455,286,286,306.976,11.381,0.320,1310,1325,665,680,0,3,1317.500,672.234,0.685
456,650023,650023,84803.743,269.227,0.078,1387,1695,654,892,0,29,1556.364,777.937,10.370
457,67173,67173,25247.510,155.998,0.032,646,760,644,808,0,13,708.039,731.977,2.978
458,1573,1573,959.192,25.650,0.317,1332,1349,666,705,0,9,1341.757,685.385,2.516
459,663,663,474.507,14.142,0.465,908,925,672,687,0,6,914.587,678.419,2.060
460,868,868,882.742,20.907,0.124,1283,1317,671,689,0,4,1298.532,680.166,0.702
461,16132,16132,7207.308,67.265,0.079,1281,1353,667,748,0,11,1315.904,707.606,2.343
462,1164,1164,743.374,19.180,0.373,752,766,671,693,0,8,759.053,682.744,2.565
463,209,209,274.372,10.618,0.239,1389,1402,679,693,0,3,1393.493,685.885,0.450
464,936,936,601.524,15.573,0.455,910,931,678,697,0,7,920.401,687.483,2.418
465,3229,3229,1464.663,28.348,0.375,1278,1291,676,719,0,14,1283.614,696.916,4.422
466,981,981,803.322,21.470,0.210,2005,2026,668,700,0,7,2015.410,685.049,1.475
467,10362,10362,4225.336,54.487,0.161,1782,1832,655,724,0,11,1803.971,696.514,3.044
468,6742,6742,3113.625,43.769,0.170,763,795,663,729,0,11,776.422,690.500,2.556
469,291416,291416,68887.492,222.076,0.029,1049,1224,685,1001,0,19,1139.771,839.720,4.838
470,2715,2715,1846.081,34.324,0.133,919,952,666,711,0,7,932.464,692.286,1.667
471,1951,1951,1079.496,24.402,0.342,750,768,689,721,0,9,760.174,703.287,3.050
472,2785,2785,1321.540,24.006,0.380,887,913,681,714,0,9,899.621,698.113,3.475
473,3256,3256,1624.962,29.580,0.279,893,923,688,727,0,10,908.974,710.011,3.249
474,1420,1420,1436.402,33.490,0.077,1379,1427,688,727,0,4,1403.888,706.437,0.725
475,4636,4636,2251.326,36.365,0.213,1978,2015,692,747,0,11,1999.184,714.116,2.785
476,1694,1694,912.399,19.870,0.427,740,762,699,722,0,9,750.120,709.381,2.973
477,313,313,372.628,13.985,0.214,1733,1756,704,717,0,4,1745.160,708.620,0.591
478,1707,1707,910.568,20.022,0.436,879,899,706,731,0,9,888.835,716.091,4.329
479,15408,15408,8918.141,88.626,0.038,509,643,691,778,0,7,578.052,738.655,1.762
480,807,807,534.472,14.967,0.482,858,875,710,728,0,8,866.121,719.042,2.652
481,2865,2865,1411.495,25.115,0.330,911,935,704,736,0,8,922.885,721.605,3.298
482,3436,3436,2264.081,32.901,0.115,1472,1524,709,744,0,7,1498.166,723.465,1.453
483,384,384,383.909,12.923,0.295,977,993,710,729,0,4,985.180,719.146,0.940
484,201508,201508,26585.263,111.500,0.244,1910,2041,683,803,0,39,1979.319,745.264,14.933
485,2424,2424,1738.454,32.228,0.126,936,969,696,744,0,6,951.285,720.123,1.434
486,1366,1366,779.013,17.991,0.446,737,754,710,733,0,8,743.902,722.493,3.029
487,2884,2884,1523.407,26.620,0.266,1826,1849,697,737,0,9,1838.684,720.009,2.216
488,1490,1490,916.198,20.589,0.326,930,949,707,734,0,7,938.461,721.499,2.617
489,2960,2960,1463.952,26.115,0.316,1744,1778,711,741,0,9,1761.466,724.948,2.700
490,52111,52111,10981.015,72.481,0.232,1354,1436,699,789,0,17,1397.026,745.284,6.156
491,1350,1350,874.240,21.930,0.308,886,915,718,739,0,9,901.090,727.613,2.693
492,2827,2827,1955.554,30.371,0.121,1450,1492,717,752,0,7,1469.268,733.241,1.622
493,2621,2621,1565.917,28.489,0.202,748,773,719,759,0,7,760.022,734.768,2.165
494,1225,1225,728.554,17.718,0.439,867,884,721,746,0,8,876.429,731.376,2.497
495,1458,1458,891.207,19.728,0.340,1733,1758,720,742,0,8,1744.743,732.528,2.357
496,8628,8628,5704.706,60.498,0.045,1534,1603,700,766,0,7,1569.254,735.965,1.501
497,241,241,322.601,13.357,0.196,1275,1284,725,748,0,3,1279.710,735.643,0.552
498,1723,1723,917.946,20.258,0.434,882,905,725,747,0,9,893.289,735.369,3.197
499,3580,3580,2526.256,36.439,0.090,1418,1463,718,766,0,7,1439.040,741.075,1.359
500,2084,2084,1561.611,28.177,0.129,1509,1539,727,766,0,7,1525.018,743.536,1.399
501,2338,2338,1207.263,23.288,0.351,733,759,732,758,0,10,746.592,743.747,3.437
502,134017,134017,31532.719,130.444,0.065,1782,1922,731,885,0,19,1842.816,799.330,5.230
503,17468,17468,6687.100,67.656,0.115,880,975,730,770,0,10,926.022,752.020,2.941
504,3502,3502,2291.121,37.462,0.115,634,671,732,785,0,7,653.330,755.373,1.540
505,504128,504128,65706.557,217.972,0.101,343,626,676,871,0,32,478.033,769.106,11.484
506,741,741,846.719,25.011,0.102,1676,1688,715,759,0,4,1681.584,739.263,0.617
507,710,710,637.456,16.826,0.220,1775,1796,738,760,0,5,1784.845,747.938,0.932
508,4973,4973,2234.585,36.099,0.251,1732,1783,732,759,0,12,1757.096,745.744,3.376
509,4023,4023,2348.228,35.208,0.141,1291,1343,740,769,0,7,1319.910,756.564,1.832
510,259,259,286.268,11.645,0.323,1772,1784,754,770,0,5,1777.861,761.996,0.857
511,1170,1170,920.550,26.569,0.198,1356,1382,744,771,0,9,1369.903,762.057,2.136
512,1914,1914,1082.370,22.104,0.327,737,766,752,769,0,10,751.496,761.832,3.139
513,226,226,252.338,10.637,0.360,1676,1689,757,769,0,4,1683.460,763.381,0.841
514,578,578,526.677,16.197,0.259,1424,1448,755,770,0,5,1434.574,762.394,1.119
515,54,54,79.953,5.569,0.645,1021,1027,766,773,0,4,1023.759,768.648,1.426
516,965,965,894.080,22.975,0.147,1023,1064,767,779,0,4,1040.734,772.839,0.836
517,70024,70024,18696.578,103.951,0.085,1278,1405,748,857,0,15,1350.881,803.657,4.239
518,75,75,126.410,7.539,0.315,1372,1382,767,773,0,5,1375.747,769.053,1.960
519,152,152,191.255,9.534,0.374,1728,1738,767,779,0,4,1732.612,771.914,0.757
520,300,300,324.281,12.059,0.298,1765,1778,766,783,0,3,1771.687,773.710,0.727
521,1221,1221,838.476,19.947,0.286,160,183,767,787,0,5,170.915,776.114,1.454
522,3451,3451,3073.736,37.697,0.046,604,655,766,815,0,5,627.514,785.174,0.953
523,1180,1180,814.208,20.832,0.292,846,865,765,794,0,8,854.423,776.754,3.404
524,226,226,280.705,11.122,0.261,994,1009,768,780,0,3,1000.765,772.469,0.566
525,2328,2328,1316.592,28.810,0.269,735,771,766,786,0,9,753.017,774.585,2.921
526,12782,12782,4933.460,54.994,0.154,847,902,768,824,0,12,874.212,792.153,3.097
527,5603,5603,2329.262,34.053,0.281,896,929,768,807,0,10,914.391,783.654,3.265
528,999,999,590.293,15.126,0.549,923,939,769,786,0,7,931.295,775.317,2.909
529,4474,4474,2069.111,33.037,0.256,928,961,769,810,0,9,942.080,785.802,3.087
530,4017,4017,2278.141,40.446,0.154,937,973,769,830,0,7,953.386,797.674,2.103
531,2277,2277,2190.460,36.590,0.056,1393,1447,767,802,0,6,1423.095,782.641,0.855
532,415,415,406.904,13.359,0.289,1673,1690,767,785,0,4,1681.198,775.364,1.014
533,360,360,417.464,14.015,0.201,1682,1700,775,792,0,4,1690.161,783.197,0.653
534,2210,2210,1322.075,27.499,0.239,744,767,781,821,0,7,754.550,797.689,2.064
535,720,720,788.505,20.065,0.120,1733,1762,775,794,0,4,1747.306,785.965,0.651
536,1693,1693,888.302,19.506,0.462,895,914,782,808,0,9,902.812,794.119,2.767
537,98930,98930,33495.187,137.041,0.029,944,1102,778,932,0,12,1028.814,846.131,2.998
538,605,605,595.733,15.821,0.196,1661,1682,777,800,0,4,1671.992,788.598,0.850
539,1175,1175,1020.226,25.435,0.147,1758,1784,779,817,0,5,1771.270,795.677,1.004
540,68113,68113,23038.957,129.773,0.043,765,880,761,922,0,13,821.910,837.637,3.018
541,221282,221282,36449.754,156.018,0.114,1597,1787,778,924,0,23,1695.805,845.481,7.868
542,1588,1588,891.126,19.714,0.403,837,857,795,820,0,8,845.047,806.924,2.677
543,1145,1145,684.697,16.145,0.462,727,748,800,819,0,9,737.358,808.146,3.390
544,617,617,531.581,15.643,0.287,1214,1227,795,820,0,4,1219.258,807.096,1.133
545,381,381,509.384,18.657,0.124,1398,1412,799,830,0,3,1404.184,812.869,0.462
546,219192,219192,25349.271,107.224,0.334,1901,2009,777,906,0,47,1954.868,835.202,18.057
547,1203,1203,642.973,15.140,0.616,903,919,799,817,0,10,910.705,807.769,3.250
548,2829,2829,1422.224,29.010,0.315,868,904,805,831,0,10,886.337,815.871,3.127
549,2713,2713,2123.994,31.597,0.087,1486,1529,783,822,0,7,1508.305,807.540,1.233
550,382,382,386.778,13.302,0.285,1971,1987,808,827,0,5,1978.864,816.160,0.984
551,1465,1465,1088.214,27.177,0.188,752,769,799,844,0,5,762.050,818.840,1.372
552,1108,1108,1056.050,22.956,0.118,602,632,796,827,0,6,617.716,812.872,1.064
553,1399,1399,898.042,22.917,0.306,722,750,805,830,0,9,735.878,817.964,2.941
554,18519,18519,9721.426,86.326,0.042,1587,1671,790,890,0,9,1619.467,835.529,2.060
555,990,990,660.701,16.798,0.384,838,857,814,833,0,9,847.414,823.596,2.463
556,796,796,892.510,23.357,0.101,953,972,808,844,0,3,962.656,826.247,0.633
557,1779,1779,982.948,20.059,0.377,914,936,801,826,0,8,924.600,813.975,2.650
558,927,927,652.387,17.363,0.350,1276,1296,810,831,0,6,1284.996,820.244,1.717
559,425,425,378.487,13.048,0.377,1289,1308,816,829,0,4,1297.198,822.144,1.287
560,22591,22591,11216.142,81.646,0.041,1459,1540,813,908,0,9,1502.327,856.540,2.172
561,370,370,339.268,11.857,0.396,747,759,820,837,0,4,753.086,827.978,1.030
562,2635,2635,1351.413,26.828,0.318,851,881,816,842,0,8,865.951,828.312,3.191
563,23237,23237,7774.996,71.883,0.130,872,954,808,878,0,11,912.242,841.689,3.646
564,4513,4513,2032.039,31.019,0.275,360,391,817,858,0,10,375.319,836.542,3.201
565,1491,1491,1222.110,33.879,0.138,766,782,795,852,0,6,771.774,830.769,1.590
566,35042,35042,9446.727,87.764,0.165,2020,2048,779,935,0,33,2039.067,850.839,9.528
567,1539,1539,877.752,19.837,0.396,854,875,833,855,0,8,863.179,842.331,2.922
568,1596,1596,1235.399,29.055,0.153,1269,1288,821,870,0,7,1276.987,843.647,1.709
569,6342,6342,3357.136,45.131,0.120,1562,1601,823,893,0,8,1583.988,856.933,2.174
570,354,354,315.541,11.154,0.451,746,761,836,849,0,5,753.127,841.636,1.277
571,1294,1294,1002.321,21.730,0.188,1231,1259,834,861,0,7,1246.044,847.247,1.377
572,47885,47885,12537.563,76.427,0.132,1279,1363,820,924,0,16,1314.630,872.559,4.403
573,348,348,304.507,11.062,0.485,756,769,843,857,0,5,762.124,849.075,1.348
574,816,816,951.444,26.834,0.087,1376,1405,826,864,0,4,1392.108,847.853,0.577
575,145793,145793,58596.675,300.751,0.012,1484,1680,832,1165,0,15,1579.310,1009.755,2.837
576,7601,7601,2999.507,36.849,0.242,1756,1791,824,869,0,12,1776.739,847.685,3.683
577,1335,1335,1259.744,27.692,0.101,1983,2008,824,860,0,6,1993.933,843.888,0.995
578,340,340,279.886,10.492,0.596,374,386,849,863,0,6,378.815,856.156,1.832
579,29762,29762,11312.820,103.887,0.069,706,771,816,976,0,12,734.590,892.605,2.927
580,2583,2583,1554.444,28.612,0.201,913,946,850,892,0,7,929.233,869.009,1.818
581,492,492,499.509,16.219,0.220,2005,2023,849,870,0,5,2014.949,857.801,0.941
582,10331,10331,3800.593,44.443,0.220,737,769,841,914,0,10,754.502,876.536,3.508
583,5486,5486,2396.701,34.495,0.247,856,892,845,891,0,9,874.876,866.391,3.297
584,4241,4241,2071.034,31.522,0.229,1871,1912,843,873,0,12,1891.490,857.556,2.842
585,1443,1443,895.054,19.927,0.328,883,904,851,878,0,9,890.768,865.420,3.270
586,145872,145872,19067.462,101.718,0.347,1971,2047,810,943,0,41,2011.346,874.273,18.639
587,1559,1559,1497.981,28.215,0.082,1395,1434,849,880,0,5,1415.411,867.471,0.860
588,8329,8329,4310.389,63.746,0.098,764,792,848,949,0,11,775.060,887.951,2.690
589,1534,1534,1285.813,25.722,0.125,1429,1462,858,884,0,6,1445.315,869.152,1.237
590,693,693,730.789,21.280,0.139,1851,1878,859,883,0,5,1862.828,870.215,0.743
591,152800,152800,32736.460,132.607,0.075,1162,1289,861,1029,0,17,1232.723,946.962,5.229
592,326753,326753,49355.703,192.450,0.100,1330,1570,816,996,0,29,1471.248,914.364,9.930
593,3382,3382,2318.094,33.948,0.104,1723,1768,854,897,0,6,1745.910,877.664,1.332
594,531,531,459.157,14.829,0.329,1763,1783,868,882,0,4,1772.122,874.471,1.134
595,1084,1084,821.468,18.973,0.240,1447,1472,868,895,0,6,1461.043,880.766,1.399
596,2667,2667,1362.592,25.910,0.318,881,915,870,899,0,8,897.310,883.710,2.460
597,96,96,162.576,8.936,0.243,1782,1793,873,883,0,3,1787.135,877.385,0.438
598,2657,2657,1849.450,37.656,0.126,1593,1646,876,912,0,7,1625.115,892.413,1.561
599,33006,33006,8436.580,81.043,0.205,1755,1799,876,1000,0,18,1780.101,930.958,6.537
600,8681,8681,3139.068,40.415,0.276,1796,1838,864,910,0,15,1814.644,886.456,4.589
601,1582,1582,1126.515,23.424,0.198,892,926,879,909,0,6,908.412,893.262,1.522
602,956,956,664.235,18.013,0.353,1631,1652,889,908,0,6,1642.235,898.720,1.949
603,768,768,706.568,18.517,0.189,1712,1736,884,911,0,5,1724.027,898.651,0.979
